id,index,batch,question_type,question,golden_answers,gold_sf_titles,step50_prediction,step50_candidates,step50_prediction_words,step50_direct_em,step50_direct_f1,step50_processed_em,step50_processed_f1,step75_prediction,step75_candidates,step75_prediction_words,step75_direct_em,step75_direct_f1,step75_processed_em,step75_processed_f1,step100_prediction,step100_candidates,step100_prediction_words,step100_direct_em,step100_direct_f1,step100_processed_em,step100_processed_f1,step50_to_step75_transition,step50_to_step75_f1_delta,step50_to_step75_prediction_changed,step50_to_step100_transition,step50_to_step100_f1_delta,step50_to_step100_prediction_changed,step75_to_step100_transition,step75_to_step100_f1_delta,step75_to_step100_prediction_changed,correctness_pattern_50_75_100
dev_6537,171,11,other,Lear's and Oh Comely are both what?,magazine,Oh Comely (magazine) | Lear's,musical works.,musical works,2,0.0,0.0,0.0,0.0,works of literature.,works of literature,3,0.0,0.0,0.0,0.0,works of literature.,works of literature,3,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_4004,172,11,other,Renáta Tomanová and Larisa Neiland are former professional athletes for what sport?,professional tennis,Renáta Tomanová | Larisa Neiland,Tennis.,Tennis,1,0.0,0.6666666666666666,0.0,0.6666666666666666,tennis.,tennis,1,0.0,0.6666666666666666,0.0,0.6666666666666666,tennis.,tennis,1,0.0,0.6666666666666666,0.0,0.6666666666666666,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_2851,173,11,which,"Which dialect spoken in the province of Scania calls Spettekaka, ""spiddekaga""?",Scanian dialects,Spettekaka | Scanian dialect | Scanian dialect,Langebygda dialect.,Langebygda dialect,2,0.0,0.0,0.0,0.0,Southern Scanian dialect.,Southern Scanian dialect | södra skånska dialekt,3,0.0,0.4,0.0,0.4,Southern Scanian dialect.,Southern Scanian dialect,3,0.0,0.4,0.0,0.4,both_wrong,0.4,1,both_wrong,0.4,1,both_wrong,0.0,0,000
dev_3350,174,11,what,"What concert tour headlined by Coal Chamber in 1999 was named after the popular hit song by the Puerto Rican singer Ricky Martin, spanish for ""the crazy life""?",Livin' la Vida Loca,Livin la Vida Loco | Livin la Vida Loco | Livin' la Vida Loca | Livin' la Vida Loca,Livin' la Vida Loca.,,4,1.0,1.0,1.0,1.0,Livin' la Vida Loca Tour.,Livin' la Vida Loca Tour | Living la Vida Loca Tour,5,0.0,0.888888888888889,0.0,0.888888888888889,Livin' la Vida Loca Tour.,Livin' la Vida Loca Tour | Living la Vida Loca Tour,5,0.0,0.888888888888889,0.0,0.888888888888889,loss,-0.11111111111111105,1,loss,-0.11111111111111105,1,both_wrong,0.0,0,100
dev_7206,175,11,who,Who has been making music long Eric Gaffney or Pearl Jam?,Eric Gaffney,Eric Gaffney | Eric Gaffney | Pearl Jam,Eric Gaffney.,,2,1.0,1.0,1.0,1.0,Eric Gaffney.,,2,1.0,1.0,1.0,1.0,Eric Gaffney.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_2020,176,12,what,"What mine was operated by Royal Oak Mines at at earlier date, Kemess Mine or Colomac Mine?",The Colomac Mine,Kemess Mine | Colomac Mine | Colomac Mine,Kemess Mine.,Kemess Mine,2,0.0,0.5,0.0,0.5,Kemess Mine.,Kemess Mine,2,0.0,0.5,0.0,0.5,Colomac Mine.,,2,1.0,1.0,1.0,1.0,both_wrong,0.0,0,win,0.5,1,win,0.5,1,001
dev_2481,177,12,yes/no,"Were both the One, Inc. v. Olesen and  Erie Railroad Co. v. Tompkins cases ones that included a ruling by the United States Supreme Court?",yes,"One, Inc. v. Olesen | Erie Railroad Co. v. Tompkins",Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,No.,No,1,0.0,0.0,0.0,0.0,both_correct,0.0,0,loss,-1.0,1,loss,-1.0,1,110
dev_489,178,12,numeric,How many Senate seats will be contested during the midterm elections that Nancy Soderberg has filed to run for Congress in?,33,"Nancy Soderberg | United States elections, 2018",1.,1,1,0.0,0.0,0.0,0.0,33.,,1,1.0,1.0,1.0,1.0,33.,,1,1.0,1.0,1.0,1.0,win,1.0,1,win,1.0,1,both_correct,0.0,0,011
dev_4550,179,12,what,What other country does the league that Taylor Eric Kemp played in represents the sport's highest level besides the United States?,Canada,Taylor Kemp | Major League Soccer,"The MLS (Major League Soccer), which Taylor Eric Kemp played in, does not represent any other country besides the United States at the highest level. Therefore, there is no such country.",No,31,0.0,0.0,0.0,0.0,"The league that Taylor Eric Kemp played in, MLS, represents soccer's highest level in the United States, and does not represent any other country besides the United States. Therefore, there is no other country represented by the league.",None | No other country,39,0.0,0.0,0.0,0.0,"The question is based on incorrect assumptions. The league that Taylor Eric Kemp played in, MLS, represents the highest level of soccer in the United States, and does not represent any other country besides the United States. Therefore, there is no other country represented by the league.",None | No other country,47,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_6491,180,12,other,"In which year was the American politician, that both represented New York in the United States Senate and served as an adviser to President Richard Nixon, re-elected for a fourth term as U.S. Senator?",1994,"United States Senate election in New York, 1994 | United States Senate election in New York, 1994 | Daniel Patrick Moynihan | Daniel Patrick Moynihan",1994.,,1,1.0,1.0,1.0,1.0,1994.,,1,1.0,1.0,1.0,1.0,1994.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_1691,181,12,yes/no,Do the genuses Catopsis and Crataegus belong to the same family? ,no,Catopsis | Crataegus,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_1357,182,12,who,"Who is the patron saint of Europe and has a historical religions building in Castres, Languedoc, France named after him?",Benedict of Nursia,Castres Cathedral | Benedict of Nursia | Benedict of Nursia,Saint Martin of Tours.,Saint Martin of Tours | St. Martin of Tours,4,0.0,0.28571428571428575,0.0,0.28571428571428575,Saint Benedict.,Saint Benedict | Benedict,2,0.0,0.4,0.0,0.5,Saint Benoît (Saint Benedict).,Saint Benoît | Saint Benedict,4,0.0,0.28571428571428575,0.0,0.4,both_wrong,0.21428571428571425,1,both_wrong,0.11428571428571427,1,both_wrong,-0.09999999999999998,1,000
dev_3502,183,12,other,Name a movie that David Thewlis has performed in after the premiere of Fargo?,Anomalisa,David Thewlis | Fargo (TV series),Harry Potter and the Philosopher's Stone.,Harry Potter and the Philosopher's Stone | Harry Potter and the Sorcerer's Stone,7,0.0,0.0,0.0,0.0,Frances Ha.,Frances Ha,2,0.0,0.0,0.0,0.0,Harry Potter and the Sorcerer's Stone.,Harry Potter and the Sorcerer's Stone | Harry Potter and the Philosopher's Stone,7,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_539,184,12,where,Where was the sports complex at which Will Brodie made his debut in the thirty-five point loss against Melbourne located?,"Alice Springs, Northern Territory",Will Brodie | Traeger Park,Melbourne Cricket Ground.,"Melbourne Cricket Ground | MCG | Melbourne, Australia",3,0.0,0.0,0.0,0.0,Melbourne Cricket Ground.,"Melbourne Cricket Ground | MCG | Melbourne, Australia",3,0.0,0.0,0.0,0.0,Melbourne Cricket Ground.,"Melbourne Cricket Ground | MCG | Melbourne, Victoria",3,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_2702,185,12,who,Who was the chief executive officer of the second largest US car rental company by sales?,Robert L. Stone,Robert L. Stone | The Hertz Corporation,Mark L. Frissora.,Mark L. Frissora | Mark Frissora,3,0.0,0.3333333333333333,0.0,0.3333333333333333,Mark L. Frissora.,Mark L. Frissora | Mark Frissora,3,0.0,0.3333333333333333,0.0,0.3333333333333333,John P. Tague.,John P. Tague | John Tague,3,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,-0.3333333333333333,1,both_wrong,-0.3333333333333333,1,000
dev_1261,186,12,which,Which number in the Final Fantasy series was created by Hiroyuki Ito and allows the player control of the artificial intelligence of the characters in battle?,Final Fantasy XII,Hiroyuki Ito | Final Fantasy XII,6.,6 | VI,1,0.0,0.0,0.0,0.0,6.,6 | 6th | number 6,1,0.0,0.0,0.0,0.0,6.,6,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_156,187,12,which,"Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila?",The Seven Days Battles,Seven Days Battles | Battle of Manila (1945),Seven Days Battles.,,3,1.0,1.0,1.0,1.0,Seven Days Battles.,,3,1.0,1.0,1.0,1.0,Seven Days Battles.,,3,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_7392,188,12,other,The maternal grandmother of Princess Marie Cécile of Prussia was born in which year ?,1876,Princess Marie Cécile of Prussia | Princess Victoria Melita of Saxe-Coburg and Gotha,1876.,,1,1.0,1.0,1.0,1.0,1876.,,1,1.0,1.0,1.0,1.0,1876.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_2675,189,12,other,"After joining Saturday Night Live in 2012, Cecily Strong played which character in the sketch ""What Up with That""?",Piper,What Up with That | Cecily Strong,Ruth.,Ruth,1,0.0,0.0,0.0,0.0,Ruth.,Ruth,1,0.0,0.0,0.0,0.0,Ruth.,Ruth,1,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_5752,190,12,other,"A small regional passenger airline from Killeen, Texas moved its operations from a city owned public airport 6 miles northwest of Downtown Dallas to what airport?",Dallas/Fort Worth International Airport,Rio Airways | Rio Airways | Dallas Love Field | Dallas Love Field,Skylark Field.,Skylark Field,2,0.0,0.0,0.0,0.0,Skylark Field.,Skylark Field,2,0.0,0.0,0.0,0.0,Dallas Love Field.,Dallas Love Field,3,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_4686,191,12,other,"The comedian who starred in ""Gone Are the Dayes"" made his big break in which show?",The Danny Kaye Show,Gone Are the Dayes | Harvey Korman,The Ed Sullivan Show.,The Ed Sullivan Show | Ed Sullivan Show,4,0.0,0.3333333333333333,0.0,0.3333333333333333,Purlie Victorious.,Purlie Victorious,2,0.0,0.0,0.0,0.0,Purlie Victorious.,Purlie Victorious,2,0.0,0.0,0.0,0.0,both_wrong,-0.3333333333333333,1,both_wrong,-0.3333333333333333,1,both_wrong,0.0,0,000
dev_6806,192,13,who,"Who is a guitarist, Saffron or Myles Kennedy?",Myles Kennedy,Saffron (singer) | Myles Kennedy | Myles Kennedy,Myles Kennedy.,,2,1.0,1.0,1.0,1.0,Myles Kennedy.,,2,1.0,1.0,1.0,1.0,Myles Kennedy.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_3156,193,13,other,The hip hop group Strange Fruit Project relates its name to what song by a famous female jazz musician and singer known for her vocal delivery and improvisational skills?,"""Strange Fruit""",Strange Fruit Project | Billie Holiday,Strange Fruit.,,2,1.0,1.0,1.0,1.0,Strange Fruit by Billie Holiday.,"Strange Fruit by Billie Holiday | Strange Fruit, performed by Billie Holiday | Strange Fruit, a song by Billie Holiday",5,0.0,0.5714285714285715,0.0,0.5714285714285715,Strange Fruit.,,2,1.0,1.0,1.0,1.0,loss,-0.4285714285714285,1,both_correct,0.0,0,win,0.4285714285714285,1,101
dev_4889,194,13,what,"What nationality is Amed Rosario, the shortstop for the New York Mets?",Dominican,Amed Rosario | New York Mets,Dominican.,,1,1.0,1.0,1.0,1.0,Dominican.,,1,1.0,1.0,1.0,1.0,Dominican.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_267,195,13,other,Candy Coburn has shared the stage with an American country music group with who playing guitar?,Charles Kelley,Candy Coburn | Lady Antebellum | Lady Antebellum,Danny Shirley and Michael Lamb.,Danny Shirley and Michael Lamb | Michael Lamb and Danny Shirley,5,0.0,0.0,0.0,0.0,Kristian Bush.,Kristian Bush,2,0.0,0.0,0.0,0.0,Brent Wilson.,Brent Wilson,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_2155,196,13,what,What association did the woman whose museum is located in the Bolling–Gatewood House help found?,NAACP,Bolling–Gatewood House | Ida B. Wells,National Association for the Advancement of Colored People (NAACP).,National Association for the Advancement of Colored People | NAACP,9,0.0,0.2222222222222222,1.0,1.0,National Association of Colored Women's Clubs.,National Association of Colored Women's Clubs | NACWC,7,0.0,0.0,0.0,0.0,National Association of Colored Women's Clubs.,National Association of Colored Women's Clubs | NACWC,7,0.0,0.0,0.0,0.0,loss,-1.0,1,loss,-1.0,1,both_wrong,0.0,0,100
dev_3865,197,13,which,"Which of these is a genus of flowering plants, Anemopaegma or Semele?",Anemopaegma,Anemopaegma | Semele,Anemopaegma.,,1,1.0,1.0,1.0,1.0,Anemopaegma.,,1,1.0,1.0,1.0,1.0,Anemopaegma.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_2118,198,13,other,In what city are both 8 Spruce Street and the World Trade Center located?,New York City,8 Spruce Street | World Trade Center (1973–2001),New York City.,,3,1.0,1.0,1.0,1.0,New York City.,,3,1.0,1.0,1.0,1.0,New York City.,,3,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4750,199,13,what,What team is coached by former head college coach Connie Yori?,Nebraska Cornhuskers women's basketball,Connie Yori | Nebraska Cornhuskers women's basketball,Oregon Ducks women's basketball team.,Oregon Ducks women's basketball team | Oregon Ducks women's basketball,6,0.0,0.4444444444444445,0.0,0.5,Creighton University basketball team.,Creighton University basketball team | Creighton basketball team | Creighton,4,0.0,0.25,0.0,0.28571428571428575,Stanford University women's basketball team.,Stanford University women's basketball team | Stanford women's basketball team,6,0.0,0.4444444444444445,0.0,0.5,both_wrong,-0.21428571428571425,1,both_wrong,0.0,1,both_wrong,0.21428571428571425,1,000
dev_6311,200,13,other,Yves Apollinaire Pede made sand paintings of which South African anti-apartheid revolutionary? ,Nelson Mandela,Yves Apollinaire Pede | Yves Apollinaire Pede | Nelson Mandela,Nelson Mandela.,,2,1.0,1.0,1.0,1.0,Nelson Mandela.,,2,1.0,1.0,1.0,1.0,Nelson Mandela.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5644,201,13,when/year,"What year did the prison where William Penn wrote No Cross, No Crown stop being used as a prison?",1952,"No Cross, No Crown | No Cross, No Crown | Tower of London",1840.,1840 | 1840 AD | 1840 CE,1,0.0,0.0,0.0,0.0,1891.,1891,1,0.0,0.0,0.0,0.0,1891.,1891,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_5276,202,13,other,"During which years was the politician, upon whom the character Allison Taylor from ""24"" is baded, First Lady of the United States?",1993 to 2001,Allison Taylor | Allison Taylor | Hillary Clinton,1993-2001.,1993-2001 | 1993 to 2001 | 1993 through 2001,2,0.0,0.0,1.0,1.0,1993 to 2001.,,3,1.0,1.0,1.0,1.0,1993 to 2001.,,3,1.0,1.0,1.0,1.0,both_correct,0.0,1,both_correct,0.0,1,both_correct,0.0,0,111
dev_6807,203,13,which,"Which magazine was first published earlier, The Chronicle of Philanthropy or Skeptic?",The Chronicle of Philanthropy,The Chronicle of Philanthropy | The Chronicle of Philanthropy | The Chronicle of Philanthropy | Skeptic (U.S. magazine),The Chronicle of Philanthropy.,,4,1.0,1.0,1.0,1.0,The Chronicle of Philanthropy.,,4,1.0,1.0,1.0,1.0,Skeptic.,Skeptic,1,0.0,0.0,0.0,0.0,both_correct,0.0,0,loss,-1.0,1,loss,-1.0,1,110
dev_4074,204,13,which,"Which dog breed is NOT recognized by the Fédération Cynologique Internationale (FCI), the Korean Jindo or the Taigan?",Taigan,Korean Jindo | Taigan,Taigan.,,1,1.0,1.0,1.0,1.0,Taigan.,,1,1.0,1.0,1.0,1.0,Taigan.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4929,205,13,what,What was the nickname of the author of the comic strip on which a a 2015 American 3D computer-animated comedy film produced by Blue Sky Studios and distributed by 20th Century Fox was based?,Sparky,The Peanuts Movie | Charles M. Schulz,Sparky.,,1,1.0,1.0,1.0,1.0,Sparky.,,1,1.0,1.0,1.0,1.0,Sparky.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5449,206,13,which,"Which amusement park at Coney Island, Brooklyn, New York City,  without being the grandest, was the island's longest lasting?",Steeplechase Park,Dreamland (amusement park) | Steeplechase Park,Steeplechase Park.,,2,1.0,1.0,1.0,1.0,Sea Lion Park.,Sea Lion Park,3,0.0,0.4,0.0,0.4,Steeplechase Park.,,2,1.0,1.0,1.0,1.0,loss,-0.6,1,both_correct,0.0,0,win,0.6,1,101
dev_4306,207,13,other,Scientific Games Corporation makes the type of games that are composed of what?,paper-based,Scientific Games Corporation | Scratchcard,"hardware, software, and materials.","hardware, software, and materials",4,0.0,0.0,0.0,0.0,"hardware, software, and physical components.","hardware, software, and physical components",5,0.0,0.0,0.0,0.0,"hardware, software, and physical components.","hardware, software, and physical components",5,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_1314,208,14,other,How did the chairman of the Luthuanian Union of Actors discribe the star of the film Redirected?,one of Lithuania's most talented actors,Redirected (film) | Vytautas Šapranauskas | Vytautas Šapranauskas,a real star and a great actor.,a real star and a great actor,7,0.0,0.0,0.0,0.0,comedic actor.,comedy actor | funny actor | humorous actor,2,0.0,0.0,0.0,0.0,"one of Lithuania's most talented actors, both in comedy and drama.","one of Lithuania's most talented actors, both in comedy and drama.",12,0.0,0.7058823529411764,0.0,0.7058823529411764,both_wrong,0.0,1,both_wrong,0.7058823529411764,1,both_wrong,0.7058823529411764,1,000
dev_1780,209,14,when/year,When was the rock band to which Pre-Creedence name was changed active? ,1960s and early 1970s,Pre-Creedence | Creedence Clearwater Revival,late 1960s and early 1970s.,late 1960s and early 1970s | 1968-1972 | 1969-1971,5,0.0,0.888888888888889,0.0,0.888888888888889,late 1960s and early 1970s.,late 1960s and early 1970s | 1960s and 1970s | end of the 1960s and start of the 1970s,5,0.0,0.888888888888889,0.0,0.888888888888889,1964 to 1972.,1964 to 1972 | 1964-1972 | 1964 until 1972 | 1964 – 1972,3,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,-0.888888888888889,1,both_wrong,-0.888888888888889,1,000
dev_6388,210,14,yes/no,Are both Pomeranian and Sporting Lucas Terrier named after a particular person?,no,Pomeranian (dog) | Sporting Lucas Terrier,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,No.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_468,211,14,other,Kam Heskin plays Paige Morgan in a 2004 film directed by who?,Martha Coolidge,Kam Heskin | The Prince and Me,Jerry D. Zucker.,Jerry D. Zucker,3,0.0,0.0,0.0,0.0,Jerry D. Zucker.,Jerry D. Zucker,3,0.0,0.0,0.0,0.0,Jerry D. Zucker.,Jerry D. Zucker | Zucker,3,0.0,0.0,0.0,0.0,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_3689,212,14,what,What is the english translation of the name of style of novel of which The Company is an example?,novel with a key,The Company (Ehrlichman novel) | Roman à clef,satirical.,satirical,1,0.0,0.0,0.0,0.0,science fiction.,science fiction,2,0.0,0.0,0.0,0.0,satire.,satire,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_2006,213,14,yes/no,Did John Updike and Tom Clancy both publish more than 15 bestselling novels?,yes,John Updike | Tom Clancy,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_2457,214,14,what,"What Congressional district featured Republican nomiee Willie Vaden in 2004, 2006, and 2008?",Texas's 27th congressional district,Willie Vaden | Texas's 27th congressional district,South Dakota's At-Large district.,South Dakota's At-Large district | South Dakota At-Large district | SD At-Large district,6,0.0,0.25,0.0,0.28571428571428575,South Dakota's At-Large district.,South Dakota's At-Large district | South Dakota At-Large district | SD At-Large district,6,0.0,0.25,0.0,0.28571428571428575,South Dakota's single congressional district.,South Dakota's single congressional district | South Dakota's at-large congressional district | South Dakota's at-large district,6,0.0,0.4444444444444445,0.0,0.4444444444444445,both_wrong,0.0,0,both_wrong,0.15873015873015872,1,both_wrong,0.15873015873015872,1,000
dev_2230,215,14,other,"Charles Barton ""Chuck"" Kendall, Jr. was reportedly interested in purchasing the Los Angeles Clippers from which Jewish-American businessman?",Donald Sterling,Charlie Kendall | Donald Sterling,Irving H. Levin.,Irving H. Levin | Irving Levin,3,0.0,0.0,0.0,0.0,Irv Levin.,Irv Levin,2,0.0,0.0,0.0,0.0,Irving H. Levin.,Irving H. Levin | Irving Levin,3,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,0,both_wrong,0.0,1,000
dev_4837,216,14,what,What is the population of the city that Munsonville is in the northwest corner of?,729 at the 2010 census,"Munsonville, New Hampshire | Nelson, New Hampshire","2,728.","2,728 | 2728",2,0.0,0.0,0.0,0.0,"7,919.","7,919 | 7919",2,0.0,0.0,0.0,0.0,"7,919.","7,919 | 7919",2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_5635,217,14,which,"Which was released first, Kolejka or Ghettopoly?",Ghettopoly,Kolejka (game) | Ghettopoly,Kolejka.,Kolejka,1,0.0,0.0,0.0,0.0,Ghettopoly.,,1,1.0,1.0,1.0,1.0,Ghettopoly.,,1,1.0,1.0,1.0,1.0,win,1.0,1,win,1.0,1,both_correct,0.0,0,011
dev_2781,218,14,when/year, The Minnesota State High School Mathematics League was founded by a professor at a private coeducational liberal arts college founded in what year? ,1874,Minnesota State High School Mathematics League | Minnesota State High School Mathematics League | Macalester College | Macalester College,1874.,,1,1.0,1.0,1.0,1.0,1874.,,1,1.0,1.0,1.0,1.0,1874.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5621,219,14,which,"Which university has more schools, Ateneo de Davao University or University of Rochester?",Ateneo de Davao University,Ateneo de Davao University | Ateneo de Davao University | Ateneo de Davao University | University of Rochester,University of Rochester.,University of Rochester,3,0.0,0.28571428571428575,0.0,0.28571428571428575,University of Rochester.,University of Rochester,3,0.0,0.28571428571428575,0.0,0.28571428571428575,University of Rochester.,University of Rochester,3,0.0,0.28571428571428575,0.0,0.28571428571428575,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_996,220,14,which,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?",fictional character,Mary Poppins Opens the Door | Mary Poppins (character),Magical English nanny.,Magical English nanny,3,0.0,0.0,0.0,0.0,Mary Poppins.,Mary Poppins,2,0.0,0.0,0.0,0.0,Mary Poppins.,Mary Poppins,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_7236,221,14,what,"What is the name of the company in Independent Hill, Virginia that is also headquartered in Houston Texas?",Citgo,"Independent Hill, Virginia | Independent Hill, Virginia | Citgo | Citgo",None.,None,1,0.0,0.0,0.0,0.0,Hess Corporation.,Hess Corporation,2,0.0,0.0,0.0,0.0,Hess Corporation.,Hess Corporation | Hess Corp.,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_6009,222,14,other,In which year NGC 166 is located by an american astronomer who also discovered Frank Muller and Ormond Stone,1886,NGC 166 | NGC 166 | Francis Preserved Leavenworth,1895.,1895,1,0.0,0.0,0.0,0.0,1920.,1920,1,0.0,0.0,0.0,0.0,1924.,1924,1,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,1,000
dev_1300,223,14,yes/no,Was Pepper Keenan or Rob Parissi born first?,"Robert ""Rob"" Parissi",Pepper Keenan | Rob Parissi | Rob Parissi,Rob Parissi.,Rob Parissi,2,0.0,0.8,0.0,0.8,Rob Parissi.,Rob Parissi,2,0.0,0.8,0.0,0.8,Rob Parissi.,Rob Parissi,2,0.0,0.8,0.0,0.8,both_wrong,0.0,0,both_wrong,0.0,0,both_wrong,0.0,0,000
dev_3611,224,15,yes/no,Are Nathalie Sarraute and Anchee Min both writers?,yes,Nathalie Sarraute | Anchee Min,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,Yes.,,1,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_5719,225,15,which,Which Victorian poet was born in a 15th-century castle home to the Earl of Southesk?,Charlotte Carnegie,"Lady Charlotte Elliot | Kinnaird Castle, Brechin | Kinnaird Castle, Brechin",Thomas Campbell.,Thomas Campbell,2,0.0,0.0,0.0,0.0,Thomas Davidson.,Thomas Davidson,2,0.0,0.0,0.0,0.0,Thomas Davidson.,Thomas Davidson,2,0.0,0.0,0.0,0.0,both_wrong,0.0,1,both_wrong,0.0,1,both_wrong,0.0,0,000
dev_3640,226,15,who,"Who was born first, Juan Rulfo or John le Carré?",Juan Rulfo,Juan Rulfo | John le Carré,Juan Rulfo.,,2,1.0,1.0,1.0,1.0,Juan Rulfo.,,2,1.0,1.0,1.0,1.0,Juan Rulfo.,,2,1.0,1.0,1.0,1.0,both_correct,0.0,0,both_correct,0.0,0,both_correct,0.0,0,111
dev_4253,227,15,other,John E. EchoHawk is a leading member in a social movement that wants to reverse what ?,the paternalistic policies enacted upon Native American tribes,John EchoHawk | Native American self-determination,assimilation and termination policies.,assimilation and termination policies | policies of assimilation and termination,4,0.0,0.18181818181818182,0.0,0.18181818181818182,policies or conditions that threaten Native American sovereignty and rights.,policies or conditions that threaten Native American sovereignty and rights | conditions or policies that threaten Native American sovereignty and rights,10,0.0,0.3529411764705882,0.0,0.3529411764705882,historical policies of assimilation and termination imposed by the U.S. government on Native American tribes.,historical policies of assimilation and termination imposed by the U.S. government on Native American tribes | policies of assimilation and termination on Native American tribes | U.S. government's assimilation and termination policies on Native American tribes,16,0.0,0.38095238095238093,0.0,0.5,both_wrong,0.17112299465240638,1,both_wrong,0.3181818181818182,1,both_wrong,0.1470588235294118,1,000
dev_1502,228,15,numeric,"How many records did the singer who sang ""Four Seasons of Love"" sell worldwide?",140 million,Four Seasons of Love | Donna Summer,100 million.,"100 million | 100,000,000 | 100m",2,0.0,0.5,0.0,0.5,100 million.,"100 million | 100,000,000",2,0.0,0.5,0.0,0.5,80 million.,"80 million | 80,000,000",2,0.0,0.5,0.0,0.5,both_wrong,0.0,0,both_wrong,0.0,1,both_wrong,0.0,1,000
